ID,StreetNumber,StreetName,AdditionalLocationInformation,Category,BuildingNameSpecifics,EvaluationGroup,MunicipalDesignationM,ProvincialDesignationP,HeritageRevitalizationAgreementH,InteriorDesignationI,LandscapeDesignationL,HeritageConservationAreaCA,HeritageConservationCovenantHC,FederalDesignationF,Status,DateofLastUpdate,LocalArea,Geom,geo_point_2d
64,1551,ANGUS DR,None,HERITAGE BUILDINGS,Shaughnessy House,A,Yes,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.14041741958452, 49.254822368357054], ""type"": ""Point""}","49.254822368357054, -123.14041741958452"
76,2200,ARBUTUS ST,None,HERITAGE BUILDINGS,Arbutus Grocery,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15259767884282, 49.266157740518764], ""type"": ""Point""}","49.266157740518764, -123.15259767884282"
81,3308,ASH ST,None,HERITAGE BUILDINGS,Prefontaine House,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.11792924603621, 49.25569909482684], ""type"": ""Point""}","49.25569909482684, -123.11792924603621"
100,5707,BALACLAVA ST,None,HERITAGE BUILDINGS,Residence ‑ Crofton House,A,Yes,No,No,Yes,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.17739901471725, 49.23370596842131], ""type"": ""Point""}","49.23370596842131, -123.17739901471725"
101,6475,BALACLAVA ST,None,HERITAGE BUILDINGS,Magee House,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.17623822201598, 49.22796759910152], ""type"": ""Point""}","49.22796759910152, -123.17623822201598"
134,780-782,BEATTY ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1131967315134, 49.27773875629454], ""type"": ""Point""}","49.27773875629454, -123.1131967315134"
140,1306,BIDWELL ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.14187769624776, 49.28489422439222], ""type"": ""Point""}","49.28489422439222, -123.14187769624776"
165,944,BURRARD ST,None,HERITAGE BUILDINGS,Dal Grauer Substation,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.12481864291703, 49.28153771854781], ""type"": ""Point""}","49.28153771854781, -123.12481864291703"
177,989,BUTE ST,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13009923140284, 49.28418556098276], ""type"": ""Point""}","49.28418556098276, -123.13009923140284"
180,1116,BUTE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13185664956306, 49.28251907996135], ""type"": ""Point""}","49.28251907996135, -123.13185664956306"
196,300-320,CAMBIE ST,None,HERITAGE BUILDINGS,Cambie Hotel,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10901440279441, 49.283062883333905], ""type"": ""Point""}","49.283062883333905, -123.10901440279441"
197,313-325,CAMBIE ST,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10949454347363, 49.283256325769436], ""type"": ""Point""}","49.283256325769436, -123.10949454347363"
199,3404-3448,CAMBIE ST,None,HERITAGE BUILDINGS,Park Theatre,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.11475651211585, 49.25445157908392], ""type"": ""Point""}","49.25445157908392, -123.11475651211585"
202,2586,CAMBRIDGE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.05250362504306, 49.28640347388639], ""type"": ""Point""}","49.28640347388639, -123.05250362504306"
205,2770,CAMBRIDGE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.04764028519816, 49.286397937161254], ""type"": ""Point""}","49.286397937161254, -123.04764028519816"
218,2525,CAROLINA ST,None,HERITAGE BUILDINGS,The Carolina,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.09147460359208, 49.26219173580702], ""type"": ""Point""}","49.26219173580702, -123.09147460359208"
221,2713,CAROLINA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.09136540463012, 49.26038055861523], ""type"": ""Point""}","49.26038055861523, -123.09136540463012"
248,3690,CARTIER ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13629085016017, 49.25278482048344], ""type"": ""Point""}","49.25278482048344, -123.13629085016017"
249,3773,CARTIER ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13718757763218, 49.25232869344608], ""type"": ""Point""}","49.25232869344608, -123.13718757763218"
255,3490,CEDAR CRES,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.1472032972576, 49.25488299066773], ""type"": ""Point""}","49.25488299066773, -123.1472032972576"
268,1631,COLLINGWOOD ST,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18190109412534, 49.27164615731998], ""type"": ""Point""}","49.27164615731998, -123.18190109412534"
270,1833,COLLINGWOOD ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18192579703769, 49.26979411394439], ""type"": ""Point""}","49.26979411394439, -123.18192579703769"
273,3345,COLLINGWOOD ST,None,HERITAGE BUILDINGS,Evans House,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Dunbar-Southlands,"{""coordinates"": [-123.1821110325099, 49.25699637542735], ""type"": ""Point""}","49.25699637542735, -123.1821110325099"
290,1771,E 18TH AV,None,HERITAGE BUILDINGS,N/A,C,Yes,No,No,No,No,No,No,No,Active,2021-08-03T10:18:44-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.06915768985694, 49.25456224652484], ""type"": ""Point""}","49.25456224652484, -123.06915768985694"
304,1122,COMOX ST,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.1299994096591, 49.28201180179621], ""type"": ""Point""}","49.28201180179621, -123.1299994096591"
315,1523,COMOX ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13551215379815, 49.286340530192106], ""type"": ""Point""}","49.286340530192106, -123.13551215379815"
317,1560,COMOX ST,None,HERITAGE BUILDINGS,McCormack House,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13653647331083, 49.2863707121754], ""type"": ""Point""}","49.2863707121754, -123.13653647331083"
350,3306,DUMFRIES ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.07234295622736, 49.25517598448271], ""type"": ""Point""}","49.25517598448271, -123.07234295622736"
355,1710,DUNBAR ST,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1832598631583, 49.271092176415436], ""type"": ""Point""}","49.271092176415436, -123.1832598631583"
378,2739,DUNDAS ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.04821894127437, 49.28503943283858], ""type"": ""Point""}","49.28503943283858, -123.04821894127437"
390,24,E 10TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10425546812486, 49.26181047573164], ""type"": ""Point""}","49.26181047573164, -123.10425546812486"
397,656,E 10TH AV,None,HERITAGE BUILDINGS,Efford House,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.08976115570995, 49.26127234004033], ""type"": ""Point""}","49.26127234004033, -123.08976115570995"
405,1423,E 11TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.07511319315144, 49.26076522231642], ""type"": ""Point""}","49.26076522231642, -123.07511319315144"
409,1804,E 11TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.06780628078232, 49.26019092862008], ""type"": ""Point""}","49.26019092862008, -123.06780628078232"
418,436,E 12TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.09448907714818, 49.25954696790335], ""type"": ""Point""}","49.25954696790335, -123.09448907714818"
421,1260,E 12TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.07825519041049, 49.25936367739174], ""type"": ""Point""}","49.25936367739174, -123.07825519041049"
423,1842,E 12TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.066988628532, 49.259278037288674], ""type"": ""Point""}","49.259278037288674, -123.066988628532"
442,234,E 15TH AV,None,HERITAGE BUILDINGS,236 E 15th,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.0998946283168, 49.2572351681313], ""type"": ""Point""}","49.2572351681313, -123.0998946283168"
450,951,E 17TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.0842364267719, 49.255694847056], ""type"": ""Point""}","49.255694847056, -123.0842364267719"
461,924,E 19TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.08499542870653, 49.25338397883092], ""type"": ""Point""}","49.25338397883092, -123.08499542870653"
462,2104,E 19TH AV,None,HERITAGE BUILDINGS,N/A,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.06205811254013, 49.25273909253706], ""type"": ""Point""}","49.25273909253706, -123.06205811254013"
470,906,E 20TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.08542049948548, 49.25248504716846], ""type"": ""Point""}","49.25248504716846, -123.08542049948548"
474,460,E 21ST AV,None,HERITAGE BUILDINGS,Annesley House,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.09527809394339, 49.25173610227329], ""type"": ""Point""}","49.25173610227329, -123.09527809394339"
481,232,E 22ND AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.10008988239248, 49.250902573398484], ""type"": ""Point""}","49.250902573398484, -123.10008988239248"
491,237,E 23RD AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.10010450953774, 49.250515755217315], ""type"": ""Point""}","49.250515755217315, -123.10010450953774"
501,260,E 24TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.09955902763096, 49.249150219452915], ""type"": ""Point""}","49.249150219452915, -123.09955902763096"
507,73,E 27TH AV,None,HERITAGE BUILDINGS,Shirley Houses,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.10361805255107, 49.24744698723459], ""type"": ""Point""}","49.24744698723459, -123.10361805255107"
510,87,E 27TH AV,None,HERITAGE BUILDINGS,N/A,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.1034720413099, 49.24746195753075], ""type"": ""Point""}","49.24746195753075, -123.1034720413099"
518,1300,E 29TH AV,None,HERITAGE BUILDINGS,McBride School,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.07824232307189, 49.24355159179634], ""type"": ""Point""}","49.24355159179634, -123.07824232307189"
528,858,E 31ST AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.08674004587694, 49.24229193253182], ""type"": ""Point""}","49.24229193253182, -123.08674004587694"
1612,518-520,VICTORIA DR,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06535897664185, 49.27993996699623], ""type"": ""Point""}","49.27993996699623, -123.06535897664185"
1659,52,W 11TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10626195177343, 49.26093916814166], ""type"": ""Point""}","49.26093916814166, -123.10626195177343"
1675,1417,W 11TH AV,None,HERITAGE BUILDINGS,N/A,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13671297465841, 49.26194903226309], ""type"": ""Point""}","49.26194903226309, -123.13671297465841"
1686,139-145,W 11TH AV,None,HERITAGE BUILDINGS,145 W 11th,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10837974885334, 49.2615089095316], ""type"": ""Point""}","49.2615089095316, -123.10837974885334"
1699,501,W 12TH AV,None,HERITAGE BUILDINGS,Normal School,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.11582511429998, 49.2610552542696], ""type"": ""Point""}","49.2610552542696, -123.11582511429998"
1755,1925,W 13TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14892034577151, 49.260259375349094], ""type"": ""Point""}","49.260259375349094, -123.14892034577151"
1759,2046,W 13TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15178960178025, 49.2597815999904], ""type"": ""Point""}","49.2597815999904, -123.15178960178025"
1760,2066,W 13TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.152208366038, 49.25978806444305], ""type"": ""Point""}","49.25978806444305, -123.152208366038"
1770,4285,W 13TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.20262541905889, 49.26125408978648], ""type"": ""Point""}","49.26125408978648, -123.20262541905889"
1793,1936,W 14TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1491840252405, 49.258818924722966], ""type"": ""Point""}","49.258818924722966, -123.1491840252405"
1811,826,W 15TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.12266318842643, 49.25756326141958], ""type"": ""Point""}","49.25756326141958, -123.12266318842643"
1828,2006,W 15TH AV,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15102102561256, 49.25792754180892], ""type"": ""Point""}","49.25792754180892, -123.15102102561256"
1833,2056,W 15TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15206761362457, 49.257944065934936], ""type"": ""Point""}","49.257944065934936, -123.15206761362457"
1841,1785,W 16TH AV,None,HERITAGE BUILDINGS,Bayne Residence,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.14554274355119, 49.25744305785033], ""type"": ""Point""}","49.25744305785033, -123.14554274355119"
1850,1995,W 16TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15049045714186, 49.257521103369385], ""type"": ""Point""}","49.257521103369385, -123.15049045714186"
1852,2025,W 16TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15133973418907, 49.2575343836871], ""type"": ""Point""}","49.2575343836871, -123.15133973418907"
1892,1957,W 1ST AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14920095344995, 49.27097497861295], ""type"": ""Point""}","49.27097497861295, -123.14920095344995"
1894,1967,W 1ST AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14941055350515, 49.27097830494997], ""type"": ""Point""}","49.27097830494997, -123.14941055350515"
1918,973-975,W 22ND AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.12639971819686, 49.251954912820615], ""type"": ""Point""}","49.251954912820615, -123.12639971819686"
1920,809,W 23RD AV,None,HERITAGE BUILDINGS,N/A,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.12253706715543, 49.250984803995344], ""type"": ""Point""}","49.250984803995344, -123.12253706715543"
1947,3204,W 2ND AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17590593193343, 49.2700001200191], ""type"": ""Point""}","49.2700001200191, -123.17590593193343"
1952,3263,W 2ND AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17713145204989, 49.270530566599255], ""type"": ""Point""}","49.270530566599255, -123.17713145204989"
1954,3617,W 2ND AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18403725497049, 49.27063920461638], ""type"": ""Point""}","49.27063920461638, -123.18403725497049"
1979,2025-2027,W 36TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.1527649913285, 49.23939497534179], ""type"": ""Point""}","49.23939497534179, -123.1527649913285"
2081,950,W 58TH AV,None,HERITAGE BUILDINGS,C.G. Johnson House Oakhurst,A,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Marpole,"{""coordinates"": [-123.12762196428325, 49.21804801143618], ""type"": ""Point""}","49.21804801143618, -123.12762196428325"
2108,2818,W 5TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1689333891743, 49.267244343691196], ""type"": ""Point""}","49.267244343691196, -123.1689333891743"
2117,2970,W 5TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17170707211572, 49.267286391438596], ""type"": ""Point""}","49.267286391438596, -123.17170707211572"
2121,3008,W 5TH AV,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17248899137367, 49.267273984583824], ""type"": ""Point""}","49.267273984583824, -123.17248899137367"
2125,3106,W 5TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17406958409312, 49.26730722798356], ""type"": ""Point""}","49.26730722798356, -123.17406958409312"
2151,2465,W 6TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16142754601083, 49.26680756359751], ""type"": ""Point""}","49.26680756359751, -123.16142754601083"
2165,2837,W 6TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16937926999556, 49.26690859797521], ""type"": ""Point""}","49.26690859797521, -123.16937926999556"
2197,1862,W 7TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14723759677115, 49.26523298188412], ""type"": ""Point""}","49.26523298188412, -123.14723759677115"
2215,2638,W 7TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16555750040017, 49.26550487647878], ""type"": ""Point""}","49.26550487647878, -123.16555750040017"
2256,3979,W BROADWAY,None,HERITAGE BUILDINGS,Lea Residence,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.19256696485068, 49.265124236149134], ""type"": ""Point""}","49.265124236149134, -123.19256696485068"
2261,57,W CORDOVA ST,None,HERITAGE BUILDINGS,Fortin Building,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10568237643174, 49.283010849150514], ""type"": ""Point""}","49.283010849150514, -123.10568237643174"
2265,175,W CORDOVA ST,None,HERITAGE BUILDINGS,N/A,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1086549350764, 49.28355569695404], ""type"": ""Point""}","49.28355569695404, -123.1086549350764"
2268,450,W CORDOVA ST,None,HERITAGE BUILDINGS,Parking Garage,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11071230811574, 49.28419092266497], ""type"": ""Point""}","49.28419092266497, -123.11071230811574"
2294,555,W GEORGIA ST,None,HERITAGE BUILDINGS,Randall Building,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11627554625584, 49.2816263120509], ""type"": ""Point""}","49.2816263120509, -123.11627554625584"
2302,1500,W GEORGIA ST,None,HERITAGE BUILDINGS,Crown Life Place,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13034660031539, 49.28995602315862], ""type"": ""Point""}","49.28995602315862, -123.13034660031539"
2312,319,W HASTINGS ST,None,HERITAGE BUILDINGS,Skinner Block,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11005821261753, 49.283228360390254], ""type"": ""Point""}","49.283228360390254, -123.11005821261753"
2323,850,W HASTINGS ST,None,HERITAGE BUILDINGS,Credit Foncier Building,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11594652603499, 49.2862687374411], ""type"": ""Point""}","49.2862687374411, -123.11594652603499"
2343,510-512,W HASTINGS ST,None,HERITAGE BUILDINGS,Standard Building,A,Yes,No,No,No,No,No,No,No,Active,2022-07-26T10:18:44-07:00,Downtown,"{""coordinates"": [-123.11241337396244, 49.28398162404981], ""type"": ""Point""}","49.28398162404981, -123.11241337396244"
2344,51-53,W HASTINGS ST,None,HERITAGE BUILDINGS,Paris Block,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10628805377894, 49.28211401785066], ""type"": ""Point""}","49.28211401785066, -123.10628805377894"
2361,626,W PENDER ST,None,HERITAGE BUILDINGS,London Building,B,Yes,No,Yes,Yes,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11461542965485, 49.28415006512488], ""type"": ""Point""}","49.28415006512488, -123.11461542965485"
2380,2661,E 43RD AV,None,HERITAGE BUILDINGS,Avalon Dairy,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Victoria-Fraserview,"{""coordinates"": [-123.05245096643961, 49.23107225841119], ""type"": ""Point""}","49.23107225841119, -123.05245096643961"
2397,157,WATER ST,None,HERITAGE BUILDINGS,B.C. Plate Glass Co. Bldg.,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10806644376187, 49.2844715014874], ""type"": ""Point""}","49.2844715014874, -123.10806644376187"
2412,165-167,WATER ST,None,HERITAGE BUILDINGS,Pither & Leiser Building,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10819983621177, 49.28449583813557], ""type"": ""Point""}","49.28449583813557, -123.10819983621177"
2419,318-322,WATER ST,None,HERITAGE BUILDINGS,McPherson Building,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10940378605737, 49.28420601882642], ""type"": ""Point""}","49.28420601882642, -123.10940378605737"
2439,1921,WHYTE AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14818895926726, 49.27559823958449], ""type"": ""Point""}","49.27559823958449, -123.14818895926726"
