ID,StreetNumber,StreetName,AdditionalLocationInformation,Category,BuildingNameSpecifics,EvaluationGroup,MunicipalDesignationM,ProvincialDesignationP,HeritageRevitalizationAgreementH,InteriorDesignationI,LandscapeDesignationL,HeritageConservationAreaCA,HeritageConservationCovenantHC,FederalDesignationF,Status,DateofLastUpdate,LocalArea,Geom,geo_point_2d
1274,3888,OSLER ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.12928653325261, 49.2511864702713], ""type"": ""Point""}","49.2511864702713, -123.12928653325261"
1283,2724,OXFORD ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.04863317980795, 49.28542921066923], ""type"": ""Point""}","49.28542921066923, -123.04863317980795"
1288,1037,PACIFIC ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13306895361815, 49.277777025453396], ""type"": ""Point""}","49.277777025453396, -123.13306895361815"
1297,1245,PARK DR,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Marpole,"{""coordinates"": [-123.13335958618251, 49.21566851818852], ""type"": ""Point""}","49.21566851818852, -123.13335958618251"
1332,3516,POINT GREY RD,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18205809787352, 49.27183279157339], ""type"": ""Point""}","49.27183279157339, -123.18205809787352"
1344,52,POWELL ST,None,HERITAGE BUILDINGS,N/A,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1030053867366, 49.283028915373194], ""type"": ""Point""}","49.283028915373194, -123.1030053867366"
1345,55,POWELL ST,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10281045975901, 49.28345294521919], ""type"": ""Point""}","49.28345294521919, -123.10281045975901"
1377,616,PRINCESS AV,None,HERITAGE BUILDINGS,McNair Residence,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09133300834866, 49.27898680868753], ""type"": ""Point""}","49.27898680868753, -123.09133300834866"
1394,343-345,PRIOR ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09575996247622, 49.27696139812925], ""type"": ""Point""}","49.27696139812925, -123.09575996247622"
1396,819-831,PRIOR ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.08663512780107, 49.276791970500774], ""type"": ""Point""}","49.276791970500774, -123.08663512780107"
1431,3690,SELKIRK ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13193993196339, 49.25308539395314], ""type"": ""Point""}","49.25308539395314, -123.13193993196339"
1432,3789,SELKIRK ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13254099399926, 49.252132754866324], ""type"": ""Point""}","49.252132754866324, -123.13254099399926"
1433,3839,SELKIRK ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13229406423442, 49.25123171984638], ""type"": ""Point""}","49.25123171984638, -123.13229406423442"
1440,525,SEYMOUR ST,None,HERITAGE BUILDINGS,Seymour Building,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1147161195113, 49.283810555686664], ""type"": ""Point""}","49.283810555686664, -123.1147161195113"
1447,576-578,SEYMOUR ST,None,HERITAGE BUILDINGS,Arts & Crafts Building,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11482538401668, 49.28301390729121], ""type"": ""Point""}","49.28301390729121, -123.11482538401668"
1490,2228,STEPHENS ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16611433947259, 49.26614593376071], ""type"": ""Point""}","49.26614593376071, -123.16611433947259"
1504,2232-2234,STEPHENS ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16611723669938, 49.26606354970562], ""type"": ""Point""}","49.26606354970562, -123.16611723669938"
1506,1850,SW MARINE DR,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.15024497537057, 49.20996950070548], ""type"": ""Point""}","49.20996950070548, -123.15024497537057"
1512,2188,SW MARINE DR,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.15882436959807, 49.218865949672974], ""type"": ""Point""}","49.218865949672974, -123.15882436959807"
1520,1238-1248,TECUMSEH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.1325366433306, 49.256644384346494], ""type"": ""Point""}","49.256644384346494, -123.1325366433306"
1522,2648,TEMPLETON DR,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.05980129158995, 49.2606159687964], ""type"": ""Point""}","49.2606159687964, -123.05980129158995"
1557,2000,TRIMBLE ST,None,HERITAGE BUILDINGS,Queen Mary School #2,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.20441238560196, 49.26802358720633], ""type"": ""Point""}","49.26802358720633, -123.20441238560196"
1560,2590,TRIMBLE ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.20577537361496, 49.26404420718573], ""type"": ""Point""}","49.26404420718573, -123.20577537361496"
1568,5882,TYNE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Killarney,"{""coordinates"": [-123.03173495447832, 49.23050710590313], ""type"": ""Point""}","49.23050710590313, -123.03173495447832"
1571,436,UNION ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09463081748437, 49.27730992209106], ""type"": ""Point""}","49.27730992209106, -123.09463081748437"
1592,827-829,UNION ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.0865929356124, 49.277687201028975], ""type"": ""Point""}","49.277687201028975, -123.0865929356124"
1596,445,VERNON DR,None,HERITAGE BUILDINGS,Flora McDevitt House,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.07944390570991, 49.28028134382972], ""type"": ""Point""}","49.28028134382972, -123.07944390570991"
1597,1020,VICTORIA DR,None,HERITAGE BUILDINGS,Hawkins-Agnew House,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06526960508101, 49.275361412005466], ""type"": ""Point""}","49.275361412005466, -123.06526960508101"
1660,55,W 11TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10627405722701, 49.26145753475414], ""type"": ""Point""}","49.26145753475414, -123.10627405722701"
1661,85,W 11TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10647978080887, 49.26141741471083], ""type"": ""Point""}","49.26141741471083, -123.10647978080887"
1687,139-145,W 11TH AV,None,HERITAGE BUILDINGS,139 W 11th,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10837974885334, 49.2615089095316], ""type"": ""Point""}","49.2615089095316, -123.10837974885334"
1689,315,W 12TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11149661255212, 49.260616409233165], ""type"": ""Point""}","49.260616409233165, -123.11149661255212"
1708,1865,W 12TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14735228180331, 49.26119310004811], ""type"": ""Point""}","49.26119310004811, -123.14735228180331"
1710,1900,W 12TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1484865635005, 49.26064979697616], ""type"": ""Point""}","49.26064979697616, -123.1484865635005"
1725,3732,W 12TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.18685546506804, 49.26140738736154], ""type"": ""Point""}","49.26140738736154, -123.18685546506804"
1745,455,W 13TH AV,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11410197967646, 49.259700947001214], ""type"": ""Point""}","49.259700947001214, -123.11410197967646"
1765,2177,W 13TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15481971861554, 49.260352525605455], ""type"": ""Point""}","49.260352525605455, -123.15481971861554"
1864,328,W 17TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.11149621171526, 49.255508256463855], ""type"": ""Point""}","49.255508256463855, -123.11149621171526"
1884,687,W 19TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.11968945402928, 49.25454460219039], ""type"": ""Point""}","49.25454460219039, -123.11968945402928"
1907,3650,W 1ST AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18471362710689, 49.2710336532334], ""type"": ""Point""}","49.2710336532334, -123.18471362710689"
1925,3818,W 23RD AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Dunbar-Southlands,"{""coordinates"": [-123.18869268319277, 49.25171878824319], ""type"": ""Point""}","49.25171878824319, -123.18869268319277"
1926,810,W 27TH AV,None,HERITAGE BUILDINGS,St. Jude’s Anglican Home,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.12273123251164, 49.24688856968168], ""type"": ""Point""}","49.24688856968168, -123.12273123251164"
1944,2631,W 2ND AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16524893434917, 49.270376037719565], ""type"": ""Point""}","49.270376037719565, -123.16524893434917"
2012,2737,W 3RD AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16721420658222, 49.26949914409833], ""type"": ""Point""}","49.26949914409833, -123.16721420658222"
2030,3188,W 3RD AV,None,HERITAGE BUILDINGS,Birnie House,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17538585628724, 49.26909860564123], ""type"": ""Point""}","49.26909860564123, -123.17538585628724"
2061,2159,W 45TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.15743600297769, 49.23116161162552], ""type"": ""Point""}","49.23116161162552, -123.15743600297769"
2062,2205,W 45TH AV,None,HERITAGE BUILDINGS,Ryerson United Church,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.15938584361082, 49.23117323671497], ""type"": ""Point""}","49.23117323671497, -123.15938584361082"
2078,1250,W 57TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Marpole,"{""coordinates"": [-123.13326388129707, 49.218943413295854], ""type"": ""Point""}","49.218943413295854, -123.13326388129707"
2134,2576-2578,W 5TH AV,None,HERITAGE BUILDINGS,Francis and Vera Dickens Residence,C,No,No,No,No,No,No,No,No,Active,2020-10-29T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16397737599547, 49.2672094084507], ""type"": ""Point""}","49.2672094084507, -123.16397737599547"
2144,2085,W 6TH AV,None,HERITAGE BUILDINGS,Jones House,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15236926706851, 49.26666391963837], ""type"": ""Point""}","49.26666391963837, -123.15236926706851"
2171,3333,W 6TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17864001921986, 49.26703665657993], ""type"": ""Point""}","49.26703665657993, -123.17864001921986"
2174,2071-2077,W 6TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1521599119, 49.266660597450084], ""type"": ""Point""}","49.266660597450084, -123.1521599119"
2177,2473-2475,W 6TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16165670602165, 49.26680175792931], ""type"": ""Point""}","49.26680175792931, -123.16165670602165"
2230,1151,W 8TH AV,None,HERITAGE BUILDINGS,Steamboat House,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13004607126788, 49.2646149005739], ""type"": ""Point""}","49.2646149005739, -123.13004607126788"
2236,2015,W 8TH AV,None,HERITAGE BUILDINGS,Oblate House,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15096950629139, 49.26488929494824], ""type"": ""Point""}","49.26488929494824, -123.15096950629139"
2244,2765,W 8TH AV,None,HERITAGE BUILDINGS,Dargavel-Kilgour House,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16770071133524, 49.26518746612897], ""type"": ""Point""}","49.26518746612897, -123.16770071133524"
2281,302-320,W CORDOVA ST,None,HERITAGE BUILDINGS,Arlington Bldg(302 W Cordova),B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10937865342726, 49.28340293814581], ""type"": ""Point""}","49.28340293814581, -123.10937865342726"
2288,52-60,W CORDOVA ST,None,HERITAGE BUILDINGS,N/A,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10602099195512, 49.28251095858127], ""type"": ""Point""}","49.28251095858127, -123.10602099195512"
2293,349,W GEORGIA ST,None,HERITAGE BUILDINGS,Former Main Post Office,A,Yes,No,No,Yes,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11384209942113, 49.2808514806102], ""type"": ""Point""}","49.2808514806102, -123.11384209942113"
2340,400-404,W HASTINGS ST,None,HERITAGE BUILDINGS,Royal Bank of Canada,B,Yes,No,Yes,Yes,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11140404332572, 49.28332824575249], ""type"": ""Point""}","49.28332824575249, -123.11140404332572"
2372,414-420,W PENDER ST,None,HERITAGE BUILDINGS,Western Canada Building,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11251929116209, 49.282793590225246], ""type"": ""Point""}","49.282793590225246, -123.11251929116209"
2377,81-83,W PENDER ST,None,HERITAGE BUILDINGS,Arco Hotel,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10687564178946, 49.281250024269184], ""type"": ""Point""}","49.281250024269184, -123.10687564178946"
2484,N/A,N/A,2000 Block W. 36th,HERITAGE STREETSCAPES,"North Side, South Side",N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2504,200‑398,E 51ST AV,None,LANDSCAPE RESOURCES Parks & Landscapes,Sunset Nursery,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2542,N/A,N/A,"Douglas Park, Northeast Corner",LANDSCAPE RESOURCES Trees,Weeping Willow,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2553,5872,WALES ST,None,LANDSCAPE RESOURCES Trees,Douglas Firs (2),N/A,Yes,No,No,No,No,No,No,No,Active,2020-10-14T16:33:57-07:00,,,
2557,203,CARRALL ST,"203 Carrall, Maple Tree Square",LANDSCAPE RESOURCES Monuments,Pioneer Maple Tree Monument to Captain John Deighton,N/A,No,No,No,No,No,No,No,No,Active,2022-11-18T16:33:57-08:00,,,
2562,2901,E HASTINGS ST,Hastings Park,LANDSCAPE RESOURCES Monuments,29th Battalion Memorial,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:33:57-07:00,,,
2568,N/A,N/A,"Mountain View Cemetery, Soldiers Plot",LANDSCAPE RESOURCES Monuments,War Memorials (Three),N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2579,N/A,N/A,"Stanley Park, Ferguson Point",LANDSCAPE RESOURCES Monuments,Ferguson Point (Battery) Monument,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2597,N/A,N/A,DhRs 2,ARCHAEOLOGICAL SITES,"General Activity, Shell Midden",N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2604,N/A,N/A,DhRs T1,ARCHAEOLOGICAL SITES,"General Activity, Shell Midden",N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2616,534,CAMBIE ST,,HERITAGE BUILDINGS,Cleland-Kent Building,C,No,No,No,No,No,No,No,No,Active,2021-12-14T15:02:24-08:00,Downtown,"{""coordinates"": [-123.11034143616757, 49.281038571511885], ""type"": ""Point""}","49.281038571511885, -123.11034143616757"
2620,1967,NAPIER ST,N/A,HERITAGE BUILDINGS,St. Clare's Convent,B,No,No,No,No,No,No,No,No,Active,2022-11-18T09:37:23-08:00,Grandview-Woodland,"{""coordinates"": [-123.06396930608838, 49.275001601322685], ""type"": ""Point""}","49.275001601322685, -123.06396930608838"
16,8468,ADERA ST,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Marpole,"{""coordinates"": [-123.14322453863831, 49.209826070332575], ""type"": ""Point""}","49.209826070332575, -123.14322453863831"
28,2536,ALBERTA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11064483581639, 49.26234215753964], ""type"": ""Point""}","49.26234215753964, -123.11064483581639"
46,157,ALEXANDER ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10037117567498, 49.28423733079212], ""type"": ""Point""}","49.28423733079212, -123.10037117567498"
54,3837,ALEXANDRA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.1420612717309, 49.2516161925212], ""type"": ""Point""}","49.2516161925212, -123.1420612717309"
78,8026,ARGYLE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Victoria-Fraserview,"{""coordinates"": [-123.07164732803776, 49.211646819378], ""type"": ""Point""}","49.211646819378, -123.07164732803776"
93,2519,BALACLAVA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17431351055527, 49.263706182380815], ""type"": ""Point""}","49.263706182380815, -123.17431351055527"
115,1820,BAYSWATER ST,None,HERITAGE BUILDINGS,Tatlow Court,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17047213354995, 49.269969683402856], ""type"": ""Point""}","49.269969683402856, -123.17047213354995"
166,955,BURRARD ST,None,HERITAGE BUILDINGS,YMCA Building,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.12575916543871, 49.282051388489194], ""type"": ""Point""}","49.282051388489194, -123.12575916543871"
172,775-789,BURRARD ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.12276392129598, 49.28378052210997], ""type"": ""Point""}","49.28378052210997, -123.12276392129598"
212,985-987,CARDERO ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.1353164119658, 49.28769524609395], ""type"": ""Point""}","49.28769524609395, -123.1353164119658"
